popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
0,False,0.601,0.777,C,-4.612,major,0.0471,0.269,0.0,0.0883,0.485,119.963,4/4,edm
0,False,0.601,0.777,C,-4.612,major,0.0471,0.269,0.0,0.0883,0.485,119.963,4/4,edm
0,False,0.626,0.864,G-sharp_A-flat,-3.12,major,0.0378,0.0682,0.0,0.087,0.555,123.833,4/4,edm
0,False,0.665,0.738,C,-5.931,minor,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4/4,edm
3,False,0.716,0.655,D,-5.999,major,0.0444,0.00857,0.162,0.0572,0.207,125.012,4/4,edm
0,False,0.735,0.691,C,-6.475,major,0.0362,0.0876,0.0,0.34,0.548,110.018,4/4,edm
1,False,0.716,0.655,D,-5.999,major,0.0444,0.00857,0.162,0.0572,0.207,125.012,4/4,edm
0,True,0.568,0.728,A,-4.418,major,0.182,0.0746,4.2e-06,0.349,0.62,195.984,4/4,edm
0,False,0.504,0.748,F,-4.124,major,0.062,0.0308,0.0,0.295,0.356,125.889,4/4,edm
0,False,0.626,0.864,G-sharp_A-flat,-3.12,major,0.0378,0.0682,0.0,0.087,0.555,123.833,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.685,0.886,C,-4.179,major,0.034,0.028,0.0,0.481,0.615,125.034,4/4,edm
5,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.402,0.913,C-sharp_D-flat,-6.212,minor,0.266,0.000547,2.52e-06,0.0869,0.351,213.928,4/4,edm
2,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.663,0.849,B,-4.462,minor,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,4/4,edm
0,True,0.568,0.728,A,-4.418,major,0.182,0.0746,4.2e-06,0.349,0.62,195.984,4/4,edm
0,True,0.568,0.728,A,-4.418,major,0.182,0.0746,4.2e-06,0.349,0.62,195.984,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.504,0.748,F,-4.124,major,0.062,0.0308,0.0,0.295,0.356,125.889,4/4,edm
0,False,0.694,0.828,B,-4.653,minor,0.0336,0.0399,0.0,0.0796,0.407,126.002,4/4,edm
0,False,0.802,0.78,C,-6.564,major,0.0367,0.0075,0.824,0.147,0.623,125.027,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,edm
0,False,0.695,0.781,G,-5.578,minor,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.695,0.781,G,-5.578,minor,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4/4,edm
0,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,edm
0,False,0.695,0.781,G,-5.578,minor,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4/4,edm
1,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,edm
0,False,0.695,0.781,G,-5.578,minor,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4/4,edm
0,True,0.674,0.86,G-sharp_A-flat,-3.318,major,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4/4,edm
0,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,edm
0,False,0.682,0.855,G,-3.282,major,0.0401,0.0564,0.0,0.101,0.304,124.005,4/4,edm
0,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,edm
0,False,0.738,0.617,G-sharp_A-flat,-8.334,minor,0.0377,0.000152,0.129,0.0651,0.624,120.017,4/4,edm
0,False,0.802,0.78,C,-6.564,major,0.0367,0.0075,0.824,0.147,0.623,125.027,4/4,edm
0,False,0.609,0.83,B,-3.229,minor,0.0552,0.117,0.0,0.18,0.478,128.986,4/4,edm
0,False,0.648,0.86,G,-4.974,major,0.11,0.00636,0.0289,0.135,0.625,128.03,4/4,edm
82,False,0.798,0.62,G-sharp_A-flat,-7.079,minor,0.232,0.414,0.0192,0.112,0.235,120.031,4/4,edm
52,False,0.616,0.505,E,-6.786,major,0.0808,0.441,0.00456,0.219,0.671,96.036,4/4,edm
77,False,0.653,0.836,A-sharp_B-flat,-5.626,minor,0.0457,0.0452,0.299,0.1,0.804,133.182,4/4,edm
52,False,0.733,0.406,A,-9.351,major,0.0808,0.434,0.0,0.115,0.47,148.959,4/4,edm
52,False,0.792,0.718,C-sharp_D-flat,-4.619,major,0.044,0.39,7.5e-05,0.301,0.545,103.049,4/4,edm
84,True,0.77,0.787,B,-3.748,minor,0.0583,0.198,0.0,0.262,0.513,119.986,4/4,edm
69,False,0.688,0.725,D,-7.806,major,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,4/4,edm
69,False,0.665,0.628,D,-6.297,major,0.026,0.00502,2.02e-05,0.0947,0.551,121.979,4/4,edm
76,False,0.73,0.861,C-sharp_D-flat,-4.1,major,0.0451,0.39,0.0,0.213,0.704,117.965,4/4,edm
63,False,0.63,0.768,A,-4.891,major,0.0767,0.0266,0.439,0.364,0.32,104.913,4/4,edm
77,False,0.674,0.881,A,-2.853,major,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4/4,edm
54,False,0.742,0.947,C,-3.749,major,0.0321,0.0906,0.0221,0.0721,0.88,130.043,4/4,edm
71,False,0.605,0.783,D-sharp_E-flat,-4.271,major,0.0324,0.299,0.000175,0.133,0.105,124.015,4/4,edm
65,False,0.667,0.937,G-sharp_A-flat,-4.053,minor,0.0709,0.0271,1.27e-05,0.318,0.22,75.015,4/4,edm
0,False,0.789,0.72,G-sharp_A-flat,-5.652,minor,0.217,0.223,0.0,0.129,0.664,122.031,4/4,edm
71,False,0.414,0.486,F-sharp_G-flat,-6.431,minor,0.0311,0.0129,0.0,0.111,0.368,128.038,4/4,edm
80,False,0.685,0.886,C,-4.179,major,0.034,0.028,0.0,0.481,0.615,125.034,4/4,edm
0,False,0.652,0.603,C,-6.555,major,0.0317,0.241,0.0,0.132,0.192,106.025,4/4,edm
4,False,0.607,0.767,F,-6.069,minor,0.0474,0.118,0.0,0.122,0.662,123.998,3/4,edm
0,False,0.686,0.856,A,-2.717,minor,0.0426,0.0896,0.0,0.0648,0.733,123.997,4/4,edm
0,True,0.65,0.738,E,-6.46,minor,0.158,0.0539,0.0,0.206,0.336,119.827,4/4,edm
0,False,0.839,0.701,A,-6.029,major,0.0944,0.0165,0.00365,0.0513,0.273,99.984,4/4,edm
0,False,0.597,0.527,A-sharp_B-flat,-8.658,minor,0.0412,0.127,0.0,0.14,0.535,123.946,4/4,edm
0,False,0.539,0.715,B,-6.639,minor,0.0595,0.0265,0.0,0.609,0.489,123.854,4/4,edm
3,False,0.686,0.856,A,-2.717,minor,0.0426,0.0896,0.0,0.0648,0.733,123.997,4/4,edm
1,False,0.607,0.767,F,-6.069,minor,0.0474,0.118,0.0,0.122,0.662,123.998,3/4,edm
1,False,0.597,0.527,A-sharp_B-flat,-8.658,minor,0.0412,0.127,0.0,0.14,0.535,123.946,4/4,edm
0,False,0.597,0.527,A-sharp_B-flat,-8.658,minor,0.0412,0.127,0.0,0.14,0.535,123.946,4/4,edm
0,False,0.677,0.744,A-sharp_B-flat,-6.806,minor,0.0296,0.0405,0.000153,0.074,0.631,124.077,4/4,edm
6,False,0.607,0.767,F,-6.069,minor,0.0474,0.118,0.0,0.122,0.662,123.998,3/4,edm
0,False,0.578,0.854,D-sharp_E-flat,-7.661,minor,0.0427,0.00823,0.000118,0.0815,0.0437,125.928,4/4,edm
0,False,0.597,0.527,A-sharp_B-flat,-8.658,minor,0.0412,0.127,0.0,0.14,0.535,123.946,4/4,edm
0,False,0.663,0.849,B,-4.462,minor,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,4/4,edm
0,False,0.722,0.856,C-sharp_D-flat,-6.392,minor,0.0338,0.0305,0.0597,0.231,0.827,121.99,4/4,edm
0,False,0.789,0.72,G-sharp_A-flat,-5.652,minor,0.217,0.223,0.0,0.129,0.664,122.031,4/4,edm
0,False,0.607,0.767,F,-6.069,minor,0.0474,0.118,0.0,0.122,0.662,123.998,3/4,edm
0,False,0.623,0.727,B,-5.57,minor,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4/4,edm
0,False,0.686,0.856,A,-2.717,minor,0.0426,0.0896,0.0,0.0648,0.733,123.997,4/4,edm
0,False,0.694,0.828,B,-4.653,minor,0.0336,0.0399,0.0,0.0796,0.407,126.002,4/4,edm
0,False,0.789,0.72,G-sharp_A-flat,-5.652,minor,0.217,0.223,0.0,0.129,0.664,122.031,4/4,edm
1,False,0.677,0.744,A-sharp_B-flat,-6.806,minor,0.0296,0.0405,0.000153,0.074,0.631,124.077,4/4,edm
0,False,0.694,0.828,B,-4.653,minor,0.0336,0.0399,0.0,0.0796,0.407,126.002,4/4,edm
1,False,0.623,0.727,B,-5.57,minor,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4/4,edm
0,False,0.734,0.874,G-sharp_A-flat,-3.158,major,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4/4,edm
0,False,0.677,0.744,A-sharp_B-flat,-6.806,minor,0.0296,0.0405,0.000153,0.074,0.631,124.077,4/4,edm
0,False,0.623,0.727,B,-5.57,minor,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4/4,edm
0,False,0.677,0.744,A-sharp_B-flat,-6.806,minor,0.0296,0.0405,0.000153,0.074,0.631,124.077,4/4,edm
0,False,0.623,0.727,B,-5.57,minor,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4/4,edm
0,False,0.734,0.874,G-sharp_A-flat,-3.158,major,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4/4,edm
0,False,0.734,0.874,G-sharp_A-flat,-3.158,major,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4/4,edm
76,False,0.583,0.695,A,-5.336,major,0.0423,0.0141,0.0,0.0527,0.224,104.879,4/4,edm
68,False,0.548,0.65,G-sharp_A-flat,-5.827,minor,0.0591,0.219,0.0,0.225,0.557,144.937,4/4,edm
80,False,0.612,0.84,B,-3.145,minor,0.0509,0.112,0.0,0.116,0.438,129.042,4/4,edm
81,False,0.88,0.751,G,-4.258,minor,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4/4,edm
78,False,0.789,0.72,G-sharp_A-flat,-5.652,minor,0.218,0.223,0.0,0.129,0.664,122.031,4/4,edm
52,False,0.585,0.625,F-sharp_G-flat,-5.13,minor,0.0765,0.0444,0.0,0.0376,0.666,164.066,4/4,edm
67,False,0.526,0.52,F-sharp_G-flat,-7.985,minor,0.0569,0.435,0.0,0.197,0.13,149.119,4/4,edm
74,False,0.694,0.758,B,-2.986,major,0.218,0.278,1.34e-06,0.102,0.371,192.091,4/4,edm
75,False,0.621,0.575,B,-6.243,major,0.0564,0.265,0.0,0.0932,0.343,117.887,4/4,edm
0,True,0.472,0.987,G,-2.224,major,0.113,0.00287,0.13,0.27,0.363,174.02,4/4,edm
0,True,0.693,0.565,C-sharp_D-flat,-3.854,minor,0.0378,0.396,0.0,0.0409,0.588,185.916,3/4,edm
63,False,0.52,0.884,G-sharp_A-flat,-4.809,major,0.0362,0.0253,0.000143,0.112,0.513,144.961,4/4,edm
66,False,0.507,0.864,F-sharp_G-flat,-1.421,minor,0.168,0.343,2.57e-05,0.0891,0.41,150.075,4/4,edm
71,False,0.737,0.636,B,-4.546,minor,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4/4,edm
75,False,0.695,0.781,G,-5.578,minor,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4/4,edm
85,False,0.739,0.586,A-sharp_B-flat,-5.079,minor,0.0472,0.0245,0.000252,0.308,0.444,124.026,4/4,edm
63,False,0.514,0.648,C,-5.456,major,0.0482,0.27,0.0,0.14,0.0816,144.942,4/4,edm
0,False,0.509,0.781,G-sharp_A-flat,-3.48,major,0.0721,0.0391,0.0,0.0749,0.176,128.002,4/4,edm
64,False,0.671,0.949,G,-2.44,minor,0.0829,0.0037,3.83e-05,0.374,0.0724,128.028,4/4,edm
0,False,0.723,0.924,C-sharp_D-flat,-3.518,major,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009,4/4,edm
64,False,0.544,0.771,F,-4.097,minor,0.0644,0.00339,2.12e-05,0.173,0.301,99.743,4/4,edm
0,False,0.723,0.924,C-sharp_D-flat,-3.518,major,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009,4/4,edm
2,False,0.509,0.781,G-sharp_A-flat,-3.48,major,0.0721,0.0391,0.0,0.0749,0.176,128.002,4/4,edm
0,False,0.689,0.623,F,-5.025,minor,0.0621,0.254,0.0,0.113,0.546,101.998,4/4,edm
1,False,0.815,0.771,G-sharp_A-flat,-6.052,minor,0.0392,0.104,0.0027,0.067,0.546,117.941,4/4,edm
0,False,0.689,0.623,F,-5.025,minor,0.0621,0.254,0.0,0.113,0.546,101.998,4/4,edm
3,False,0.689,0.623,F,-5.025,minor,0.0621,0.254,0.0,0.113,0.546,101.998,4/4,edm
65,False,0.639,0.664,F,-4.926,major,0.0357,0.329,1.53e-06,0.382,0.351,116.028,4/4,edm
1,False,0.753,0.657,G,-3.061,major,0.045,0.173,0.0,0.112,0.435,107.013,4/4,edm
63,False,0.651,0.7,C-sharp_D-flat,-4.264,minor,0.0318,0.352,0.0,0.061,0.214,104.964,4/4,edm
0,False,0.753,0.657,G,-3.061,major,0.045,0.173,0.0,0.112,0.435,107.013,4/4,edm
79,False,0.595,0.784,C-sharp_D-flat,-4.878,major,0.102,0.216,0.0,0.0608,0.479,124.111,4/4,edm
0,False,0.753,0.657,G,-3.061,major,0.045,0.173,0.0,0.112,0.435,107.013,4/4,edm
1,False,0.686,0.856,A,-2.717,minor,0.0426,0.0896,0.0,0.0648,0.733,123.997,4/4,edm
0,False,0.686,0.856,A,-2.717,minor,0.0426,0.0896,0.0,0.0648,0.733,123.997,4/4,edm
0,False,0.595,0.738,G-sharp_A-flat,-3.109,major,0.041,0.107,0.0,0.0947,0.461,127.954,4/4,edm
1,False,0.737,0.792,B,-4.117,minor,0.0416,0.102,0.0,0.0532,0.543,104.013,4/4,edm
0,False,0.705,0.864,C,-5.13,minor,0.0344,0.276,0.00037,0.0872,0.626,120.012,4/4,edm
0,False,0.734,0.874,G-sharp_A-flat,-3.158,major,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4/4,edm
5,False,0.737,0.792,B,-4.117,minor,0.0416,0.102,0.0,0.0532,0.543,104.013,4/4,edm
0,False,0.734,0.874,G-sharp_A-flat,-3.158,major,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4/4,edm
0,False,0.686,0.856,A,-2.717,minor,0.0426,0.0896,0.0,0.0648,0.733,123.997,4/4,edm
0,False,0.737,0.792,B,-4.117,minor,0.0416,0.102,0.0,0.0532,0.543,104.013,4/4,edm
0,False,0.735,0.863,C-sharp_D-flat,-4.079,major,0.0458,0.393,0.0,0.271,0.728,118.029,4/4,edm
0,False,0.737,0.792,B,-4.117,minor,0.0416,0.102,0.0,0.0532,0.543,104.013,4/4,edm
0,False,0.694,0.743,F-sharp_G-flat,-3.851,major,0.033,0.0773,0.0,0.0587,0.637,122.998,4/4,edm
0,False,0.735,0.863,C-sharp_D-flat,-4.079,major,0.0458,0.393,0.0,0.271,0.728,118.029,4/4,edm
0,False,0.735,0.863,C-sharp_D-flat,-4.079,major,0.0458,0.393,0.0,0.271,0.728,118.029,4/4,edm
0,False,0.809,0.757,C-sharp_D-flat,-6.246,minor,0.0424,0.0157,0.0943,0.0997,0.587,121.013,4/4,edm
0,False,0.809,0.757,C-sharp_D-flat,-6.246,minor,0.0424,0.0157,0.0943,0.0997,0.587,121.013,4/4,edm
66,False,0.784,0.757,G-sharp_A-flat,-3.912,major,0.0384,0.495,1.18e-06,0.142,0.587,104.996,4/4,edm
50,False,0.898,0.435,F-sharp_G-flat,-8.834,major,0.0489,0.555,0.0,0.139,0.836,115.034,4/4,edm
52,False,0.573,0.9,C,-4.855,minor,0.0368,0.00498,0.00932,0.0952,0.415,91.988,4/4,edm
69,False,0.651,0.719,G-sharp_A-flat,-5.804,major,0.0318,0.143,3.62e-05,0.0948,0.81,103.981,4/4,edm
0,False,0.73,0.941,C-sharp_D-flat,-6.211,major,0.14,0.024,0.527,0.123,0.0741,128.171,4/4,edm
77,False,0.704,0.634,B,-7.374,minor,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4/4,edm
51,False,0.661,0.374,A,-7.561,major,0.0605,0.0171,0.0,0.0938,0.349,92.011,3/4,edm
0,True,0.466,0.982,F,-2.674,minor,0.0752,0.00841,0.323,0.358,0.37,173.958,4/4,edm
0,False,0.729,0.619,F,-6.155,minor,0.0346,0.0451,0.0,0.0953,0.623,123.061,4/4,edm
0,False,0.729,0.619,F,-6.155,minor,0.0346,0.0451,0.0,0.0953,0.623,123.061,4/4,edm
50,False,0.638,0.489,B,-6.206,major,0.0278,0.582,0.0,0.0965,0.548,106.915,4/4,edm
57,False,0.515,0.696,D-sharp_E-flat,-7.323,major,0.034,0.136,0.0,0.238,0.528,99.985,4/4,edm
2,False,0.716,0.736,C-sharp_D-flat,-5.18,minor,0.0363,0.336,1.4e-05,0.137,0.542,104.018,4/4,edm
81,False,0.787,0.833,G-sharp_A-flat,-4.403,major,0.0478,0.018,0.00747,0.0374,0.796,123.97,4/4,edm
74,False,0.58,0.586,C-sharp_D-flat,-6.883,major,0.0357,0.344,0.0,0.0755,0.507,147.988,4/4,edm
0,True,0.799,0.847,F,-7.808,major,0.0956,0.254,2.14e-05,0.339,0.529,115.016,4/4,edm
0,True,0.799,0.847,F,-7.808,major,0.0956,0.254,2.14e-05,0.339,0.529,115.016,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.653,0.507,A-sharp_B-flat,-9.125,minor,0.175,0.104,0.0,0.0949,0.263,150.198,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.352,0.666,C-sharp_D-flat,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.352,0.666,C-sharp_D-flat,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4/4,edm
0,False,0.352,0.666,C-sharp_D-flat,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4/4,edm
0,False,0.352,0.666,C-sharp_D-flat,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.887,0.863,D,-4.2,major,0.0697,0.0176,0.0594,0.288,0.517,120.028,4/4,edm
0,False,0.81,0.571,A-sharp_B-flat,-7.189,minor,0.085,0.0624,1.63e-06,0.094,0.771,125.994,4/4,edm
0,False,0.352,0.666,C-sharp_D-flat,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4/4,edm
57,True,0.666,0.72,A,-4.483,major,0.0269,0.371,0.0,0.0793,0.312,99.97,4/4,edm
0,False,0.887,0.863,D,-4.2,major,0.0697,0.0176,0.0594,0.288,0.517,120.028,4/4,edm
4,True,0.724,0.759,A,-3.996,minor,0.0544,0.411,0.0,0.437,0.765,101.943,4/4,edm
0,False,0.794,0.624,B,-6.024,minor,0.0344,0.0575,2.08e-06,0.208,0.755,100.015,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.352,0.666,C-sharp_D-flat,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4/4,edm
1,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.887,0.863,D,-4.2,major,0.0697,0.0176,0.0594,0.288,0.517,120.028,4/4,edm
1,False,0.842,0.658,C-sharp_D-flat,-6.135,minor,0.0736,0.0601,0.00163,0.0571,0.761,126.037,4/4,edm
5,False,0.74,0.622,B,-4.601,minor,0.0446,0.0357,4.61e-05,0.356,0.557,104.968,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.887,0.863,D,-4.2,major,0.0697,0.0176,0.0594,0.288,0.517,120.028,4/4,edm
0,False,0.887,0.863,D,-4.2,major,0.0697,0.0176,0.0594,0.288,0.517,120.028,4/4,edm
0,True,0.724,0.648,B,-6.522,minor,0.0426,0.0551,3.33e-05,0.298,0.369,151.051,4/4,edm
0,False,0.679,0.764,F-sharp_G-flat,-5.301,major,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4/4,edm
0,False,0.555,0.737,F,-4.728,major,0.107,0.314,0.0,0.243,0.65,105.094,4/4,edm
1,True,0.724,0.759,A,-3.996,minor,0.0544,0.411,0.0,0.437,0.765,101.943,4/4,edm
0,False,0.63,0.848,C,-4.592,major,0.0429,0.0834,4.34e-06,0.205,0.551,124.984,4/4,edm
0,False,0.598,0.833,D,-3.716,minor,0.048,0.0196,0.0,0.292,0.406,124.973,4/4,edm
77,True,0.813,0.627,B,-5.018,minor,0.0486,0.0771,0.000616,0.131,0.801,130.011,4/4,edm
65,False,0.773,0.699,C-sharp_D-flat,-5.982,minor,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,4/4,edm
69,False,0.689,0.695,B,-5.22,major,0.0429,0.019,0.0,0.123,0.359,75.05,4/4,edm
68,True,0.457,0.899,A-sharp_B-flat,-2.591,minor,0.132,0.0019,0.0,0.831,0.298,147.268,4/4,edm
50,False,0.492,0.714,G-sharp_A-flat,-5.327,major,0.0442,0.0838,3.11e-05,0.13,0.146,99.602,4/4,edm
66,False,0.796,0.836,F-sharp_G-flat,-2.827,minor,0.0473,0.00421,0.0068,0.101,0.68,100.033,4/4,edm
61,False,0.494,0.651,B,-4.127,minor,0.0384,0.0819,0.0,0.104,0.162,149.979,4/4,edm
82,False,0.848,0.821,D,-5.408,minor,0.0527,0.0169,0.000403,0.0962,0.249,125.051,4/4,edm
84,False,0.748,0.841,G,-5.08,major,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4/4,edm
60,False,0.653,0.779,C,-3.133,major,0.0392,0.372,1.39e-06,0.0392,0.387,108.074,4/4,edm
69,False,0.499,0.898,G-sharp_A-flat,-4.181,minor,0.124,0.124,7.2e-06,0.0832,0.618,120.04,4/4,edm
71,False,0.559,0.777,C-sharp_D-flat,-5.031,major,0.0432,0.31,0.0,0.105,0.329,87.016,4/4,edm
68,False,0.653,0.945,F,-2.634,major,0.096,0.00561,0.915,0.439,0.326,126.093,4/4,edm
67,False,0.47,0.85,C-sharp_D-flat,-2.825,minor,0.0363,0.0627,0.0,0.118,0.148,149.876,4/4,edm
66,False,0.608,0.845,F-sharp_G-flat,-2.292,major,0.0597,0.136,0.0,0.111,0.322,98.976,4/4,edm
63,False,0.659,0.742,C,-4.624,major,0.0283,0.146,0.0,0.217,0.729,106.947,4/4,edm
85,False,0.607,0.767,F,-6.069,minor,0.0474,0.118,0.0,0.122,0.662,123.998,3/4,edm
2,False,0.704,0.822,F,-4.69,minor,0.0366,0.0097,0.00117,0.147,0.541,122.031,4/4,edm
2,False,0.608,0.845,F-sharp_G-flat,-2.292,major,0.0597,0.136,0.0,0.111,0.322,98.976,4/4,edm
48,False,0.664,0.618,C,-10.224,minor,0.0303,0.264,2.57e-06,0.142,0.573,144.031,4/4,edm
0,False,0.608,0.845,F-sharp_G-flat,-2.292,major,0.0597,0.136,0.0,0.111,0.322,98.976,4/4,edm
68,False,0.81,0.788,A-sharp_B-flat,-3.663,major,0.0447,0.267,0.000172,0.196,0.845,135.991,4/4,edm
0,False,0.636,0.69,A-sharp_B-flat,-5.011,major,0.0484,0.0947,0.0,0.169,0.444,123.994,4/4,edm
1,False,0.428,0.907,E,-3.063,minor,0.163,0.00594,1.71e-06,0.129,0.244,149.955,4/4,edm
0,False,0.677,0.804,C-sharp_D-flat,-5.337,minor,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4/4,edm
0,False,0.404,0.789,D,-4.516,major,0.0566,0.0243,0.000231,0.226,0.159,154.858,4/4,edm
0,False,0.521,0.892,D-sharp_E-flat,-4.029,major,0.0433,0.0539,0.0,0.117,0.369,96.991,4/4,edm
0,False,0.521,0.892,D-sharp_E-flat,-4.029,major,0.0433,0.0539,0.0,0.117,0.369,96.991,4/4,edm
0,False,0.677,0.804,C-sharp_D-flat,-5.337,minor,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4/4,edm
0,True,0.877,0.658,B,-6.055,minor,0.132,0.163,0.0,0.108,0.693,123.995,4/4,edm
0,False,0.537,0.884,C,-4.088,minor,0.0428,0.0121,1.71e-06,0.113,0.397,97.024,4/4,edm
0,False,0.569,0.85,E,-3.914,major,0.0369,0.0148,0.0,0.245,0.551,122.042,4/4,edm
0,False,0.677,0.804,C-sharp_D-flat,-5.337,minor,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4/4,edm
0,False,0.598,0.833,D,-3.716,minor,0.048,0.0196,0.0,0.292,0.406,124.973,4/4,edm
1,False,0.616,0.841,F,-4.779,minor,0.076,0.0559,0.00217,0.417,0.714,110.029,4/4,edm
0,False,0.759,0.815,B,-6.544,minor,0.0428,0.0127,0.0,0.269,0.597,125.052,4/4,edm
0,False,0.619,0.901,B,-4.173,minor,0.0563,0.0975,0.0457,0.178,0.501,123.004,4/4,edm
0,False,0.616,0.841,F,-4.779,minor,0.076,0.0559,0.00217,0.417,0.714,110.029,4/4,edm
3,False,0.712,0.923,F-sharp_G-flat,-5.536,minor,0.0727,0.0124,0.168,0.103,0.263,127.982,4/4,edm
1,False,0.635,0.851,G-sharp_A-flat,-5.804,minor,0.0464,0.0629,2.05e-06,0.173,0.239,124.032,4/4,edm
0,False,0.654,0.898,G,-5.964,major,0.0413,0.0844,0.0347,0.316,0.722,123.996,4/4,edm
0,False,0.654,0.898,G,-5.964,major,0.0413,0.0844,0.0347,0.316,0.722,123.996,4/4,edm
0,False,0.616,0.841,F,-4.779,minor,0.076,0.0559,0.00217,0.417,0.714,110.029,4/4,edm
