popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,is_popular
29,False,0.707,0.966,C-sharp_D-flat,-3.581,major,0.0656,0.00589,0.425,0.0285,0.715,165.019,4/4,unpopular
55,False,0.436,0.76,C-sharp_D-flat,-7.906,minor,0.0374,0.362,0.955,0.13,0.504,75.012,4/4,popular
26,False,0.431,0.683,D,-7.271,major,0.283,0.725,2.17e-06,0.773,0.444,76.788,4/4,unpopular
62,False,0.414,0.811,B,-4.4,minor,0.0919,0.00133,0.000129,0.333,0.762,137.617,4/4,popular
41,False,0.458,0.548,D,-7.1,major,0.0263,0.599,1.25e-05,0.106,0.55,90.599,4/4,unpopular
28,False,0.693,0.534,G,-9.103,minor,0.028,0.0552,0.0,0.148,0.304,124.04,4/4,unpopular
6,False,0.668,0.535,C,-10.127,major,0.0571,0.00015,0.71,0.0941,0.566,123.01,4/4,unpopular
58,False,0.852,0.537,G,-7.424,major,0.114,0.0328,0.000248,0.229,0.483,100.369,4/4,popular
43,False,0.498,0.622,D,-7.396,major,0.0323,0.401,4.17e-05,0.547,0.462,147.815,4/4,unpopular
0,False,0.722,0.668,A,-6.686,major,0.0359,0.623,0.00025,0.206,0.785,93.851,4/4,unpopular
53,False,0.194,0.324,C-sharp_D-flat,-12.412,major,0.0338,0.902,0.196,0.109,0.157,169.758,3/4,popular
0,False,0.562,0.765,D-sharp_E-flat,-2.967,major,0.21,0.613,0.0,0.0774,0.707,118.879,4/4,unpopular
20,False,0.485,0.815,D,-3.833,major,0.0542,0.0997,0.0,0.164,0.352,171.101,4/4,unpopular
22,False,0.576,0.295,D,-17.219,major,0.278,0.685,2.73e-06,0.0729,0.182,133.336,4/4,unpopular
52,False,0.311,0.209,C,-14.662,major,0.0302,0.734,0.000175,0.0791,0.231,179.695,4/4,popular
17,False,0.556,0.924,D,-4.048,minor,0.0701,0.00225,6.98e-05,0.11,0.49,131.014,4/4,unpopular
10,False,0.756,0.406,C-sharp_D-flat,-19.507,major,0.0464,0.0238,0.867,0.0845,0.0635,111.937,4/4,unpopular
66,False,0.68,0.242,C,-16.264,minor,0.0322,0.509,4.34e-05,0.071,0.169,120.126,4/4,popular
16,False,0.413,0.942,D,-5.139,minor,0.0569,0.000985,0.00228,0.381,0.501,149.832,4/4,unpopular
22,False,0.675,0.431,G,-9.374,major,0.0408,0.722,0.00128,0.107,0.774,90.063,4/4,unpopular
23,False,0.465,0.478,A-sharp_B-flat,-6.593,major,0.0259,0.472,0.0,0.0811,0.287,135.889,4/4,unpopular
27,False,0.561,0.893,F,-4.199,minor,0.0341,0.0035,0.52,0.0788,0.617,101.998,4/4,unpopular
34,False,0.669,0.413,C,-10.021,minor,0.0681,0.824,3.92e-06,0.0983,0.132,108.118,4/4,unpopular
50,False,0.672,0.825,G-sharp_A-flat,-5.702,major,0.0422,0.38,0.0,0.335,0.909,151.934,4/4,unpopular
47,False,0.616,0.643,F-sharp_G-flat,-5.857,minor,0.0648,0.38,0.0,0.121,0.323,150.003,3/4,unpopular
16,False,0.215,0.956,B,-6.195,major,0.0975,1.56e-06,0.87,0.119,0.176,129.865,4/4,unpopular
2,False,0.736,0.569,G-sharp_A-flat,-3.559,minor,0.0779,0.144,5.27e-05,0.112,0.433,171.973,4/4,unpopular
24,False,0.585,0.805,B,-14.211,minor,0.0344,0.00739,0.000828,0.0699,0.919,131.82,4/4,unpopular
69,True,0.886,0.84,D,-3.386,major,0.0502,0.0164,0.00622,0.329,0.203,123.035,4/4,popular
53,False,0.364,0.483,G,-8.22,major,0.0317,0.281,1.53e-06,0.113,0.7,102.967,4/4,popular
22,False,0.456,0.00179,G-sharp_A-flat,-22.04,major,0.0765,0.99,0.476,0.109,0.399,64.208,5/4,unpopular
22,False,0.576,0.856,C-sharp_D-flat,-3.047,minor,0.145,0.00122,0.000187,0.0748,0.167,88.006,4/4,unpopular
0,False,0.557,0.793,E,-6.723,minor,0.036,0.000513,0.75,0.494,0.0869,127.944,4/4,unpopular
56,False,0.486,0.231,D-sharp_E-flat,-12.06,major,0.0354,0.936,0.0,0.125,0.303,80.049,4/4,popular
40,False,0.687,0.543,C,-10.114,major,0.281,0.505,0.04,0.207,0.318,148.009,4/4,unpopular
60,False,0.824,0.656,D,-9.432,major,0.0704,0.388,0.506,0.253,0.418,116.068,4/4,popular
42,False,0.6,0.309,G,-14.714,major,0.035,0.0515,1.38e-05,0.661,0.187,118.927,4/4,unpopular
0,False,0.659,0.433,G,-9.426,minor,0.19,0.368,0.000312,0.13,0.572,80.115,4/4,unpopular
59,False,0.445,0.157,G,-18.2,major,0.0385,0.35,0.761,0.153,0.121,118.511,4/4,popular
22,False,0.303,0.899,F,-8.365,major,0.0697,0.00209,0.0,0.102,0.223,132.376,4/4,unpopular
77,True,0.813,0.627,B,-5.018,minor,0.0486,0.0771,0.000616,0.131,0.801,130.011,4/4,popular
35,False,0.272,0.998,F-sharp_G-flat,-28.173,minor,0.0329,0.672,0.742,0.968,1e-05,101.613,5/4,unpopular
48,False,0.545,0.312,F,-19.076,major,0.032,0.317,0.837,0.115,0.109,100.488,4/4,unpopular
21,False,0.525,0.926,C-sharp_D-flat,-2.973,major,0.1,0.00128,0.879,0.548,0.365,173.031,4/4,unpopular
50,False,0.51,0.679,F-sharp_G-flat,-6.347,minor,0.0656,0.0336,0.0,0.517,0.25,155.056,4/4,unpopular
40,False,0.633,0.717,D,-8.476,major,0.0288,0.109,0.0,0.17,0.608,118.205,4/4,unpopular
64,False,0.299,0.447,D-sharp_E-flat,-7.862,minor,0.0383,0.858,0.000314,0.097,0.321,121.723,4/4,popular
75,False,0.488,0.427,F-sharp_G-flat,-7.383,major,0.0382,0.354,0.0,0.0797,0.157,72.035,4/4,popular
35,False,0.428,0.901,A-sharp_B-flat,-5.757,major,0.145,0.0589,0.0,0.135,0.205,147.245,4/4,unpopular
51,False,0.462,0.408,G-sharp_A-flat,-9.963,minor,0.056,0.736,0.0,0.298,0.851,168.062,4/4,popular
71,True,0.431,0.95,G,-4.918,major,0.26,0.00105,3.63e-05,0.272,0.56,191.936,4/4,popular
37,False,0.621,0.799,G,-7.828,major,0.0752,0.791,2.31e-06,0.116,0.642,116.091,4/4,unpopular
21,False,0.404,0.205,G,-15.2,minor,0.0373,0.914,0.931,0.108,0.149,95.92,4/4,unpopular
21,True,0.566,0.575,A-sharp_B-flat,-10.079,minor,0.24,0.149,0.0,0.109,0.184,179.829,4/4,unpopular
29,False,0.522,0.735,A,-12.97,minor,0.0483,0.367,3.29e-05,0.0544,0.933,180.805,4/4,unpopular
50,False,0.768,0.873,C-sharp_D-flat,-3.922,minor,0.0648,0.0612,1.69e-06,0.0615,0.771,119.984,4/4,unpopular
47,False,0.585,0.669,G,-8.496,major,0.0245,0.207,0.0613,0.139,0.209,100.041,4/4,unpopular
50,False,0.0693,0.231,D,-16.819,minor,0.055,0.789,0.973,0.833,1e-05,77.85,4/4,unpopular
33,False,0.412,0.709,A-sharp_B-flat,-10.01,minor,0.03,0.0102,0.0838,0.107,0.741,143.666,4/4,unpopular
3,False,0.713,0.88,G-sharp_A-flat,-4.807,minor,0.0552,0.0498,4.11e-06,0.0762,0.936,112.998,4/4,unpopular
55,False,0.479,0.976,B,-4.397,major,0.085,8.63e-05,0.00946,0.179,0.626,89.89,4/4,popular
64,False,0.28,0.344,C,-12.577,major,0.0293,0.715,0.00642,0.133,0.232,171.143,3/4,popular
55,False,0.756,0.751,D,-8.044,major,0.0703,0.121,1.45e-05,0.233,0.513,99.976,4/4,popular
50,False,0.449,0.533,C-sharp_D-flat,-7.313,major,0.0287,0.462,0.0,0.0799,0.274,175.413,4/4,unpopular
41,False,0.622,0.765,A-sharp_B-flat,-3.768,minor,0.0345,0.381,0.0,0.17,0.652,143.842,4/4,unpopular
44,False,0.482,0.627,D,-5.779,major,0.03,0.054,2.99e-06,0.111,0.17,95.903,4/4,unpopular
17,False,0.906,0.464,C,-6.764,major,0.0841,0.0063,0.0138,0.0872,0.754,117.977,4/4,unpopular
0,False,0.4,0.22,D,-14.161,minor,0.0384,0.896,0.0254,0.114,0.186,89.595,3/4,unpopular
37,False,0.65,0.49,A,-13.757,minor,0.203,0.477,0.00302,0.111,0.643,173.955,4/4,unpopular
41,False,0.419,0.899,B,-3.405,major,0.0499,0.00403,0.0,0.114,0.465,149.009,4/4,unpopular
59,False,0.491,0.954,C,-4.007,major,0.0881,0.112,0.000282,0.98,0.606,136.198,4/4,popular
39,False,0.504,0.847,C-sharp_D-flat,-4.487,major,0.084,0.089,0.0,0.699,0.859,88.069,4/4,unpopular
26,False,0.525,0.625,A,-7.013,major,0.0283,0.596,0.0,0.138,0.718,145.088,4/4,unpopular
75,False,0.685,0.738,G-sharp_A-flat,-4.413,major,0.0595,0.0695,0.0,0.128,0.8,112.972,4/4,popular
7,False,0.227,0.148,D,-20.681,minor,0.0349,0.942,0.892,0.132,0.0873,125.581,4/4,unpopular
47,False,0.959,0.2,E,-12.65,major,0.155,0.8,0.00398,0.0842,0.717,119.925,3/4,unpopular
42,False,0.633,0.55,A,-9.965,major,0.0924,0.649,0.000363,0.147,0.333,147.099,4/4,unpopular
34,False,0.293,0.175,G,-15.543,minor,0.0308,0.903,0.528,0.109,0.089,83.182,3/4,unpopular
63,False,0.346,0.901,C-sharp_D-flat,-4.617,major,0.12,0.0103,0.0,0.358,0.434,199.934,4/4,popular
2,True,0.822,0.736,C-sharp_D-flat,-3.969,major,0.15,0.157,0.000781,0.0748,0.679,175.93,4/4,unpopular
51,False,0.817,0.927,G,-4.119,minor,0.22,0.0477,0.0563,0.102,0.443,128.029,4/4,popular
17,False,0.789,0.767,G,-7.056,major,0.127,0.00224,0.76,0.0906,0.937,95.011,4/4,unpopular
43,False,0.718,0.875,F,-6.558,major,0.0419,0.572,0.0,0.0622,0.94,171.983,4/4,unpopular
0,False,0.637,0.705,A-sharp_B-flat,-7.546,minor,0.0502,0.121,0.0,0.0857,0.553,158.013,4/4,unpopular
45,False,0.756,0.404,E,-11.767,minor,0.0439,0.0663,0.912,0.101,0.198,120.005,4/4,unpopular
82,False,0.728,0.783,B,-4.424,minor,0.266,0.237,0.0,0.434,0.555,77.011,4/4,popular
44,False,0.628,0.703,A-sharp_B-flat,-8.365,minor,0.0341,0.0355,0.000696,0.105,0.231,120.006,4/4,unpopular
0,False,0.596,0.315,G-sharp_A-flat,-9.175,major,0.0428,0.961,0.0,0.258,0.64,119.935,4/4,unpopular
7,False,0.444,0.799,G,-10.938,major,0.0722,4.11e-05,0.695,0.0235,0.197,179.792,5/4,unpopular
25,False,0.586,0.493,D-sharp_E-flat,-7.243,major,0.0278,0.267,0.0,0.112,0.236,110.026,4/4,unpopular
23,False,0.528,0.862,G-sharp_A-flat,-7.348,major,0.0349,0.182,0.000103,0.0421,0.844,110.192,4/4,unpopular
84,False,0.714,0.645,A-sharp_B-flat,-5.493,major,0.0514,0.229,0.00083,0.0942,0.434,85.046,4/4,popular
41,False,0.673,0.795,F,-6.061,minor,0.0534,0.714,3.11e-05,0.146,0.938,120.573,4/4,unpopular
39,False,0.538,0.915,A-sharp_B-flat,-5.886,minor,0.0623,4.73e-05,0.00789,0.115,0.58,135.013,4/4,unpopular
68,False,0.424,0.222,A,-15.053,minor,0.0391,0.646,0.0,0.148,0.0606,61.648,4/4,popular
46,False,0.552,0.883,D,-6.874,minor,0.163,0.514,0.0,0.977,0.711,115.046,4/4,unpopular
70,False,0.838,0.536,C-sharp_D-flat,-8.645,minor,0.0478,0.555,0.000376,0.111,0.107,104.988,4/4,popular
39,False,0.5,0.94,F-sharp_G-flat,-4.162,major,0.163,0.124,3.7e-05,0.206,0.538,144.244,4/4,unpopular
15,False,0.74,0.687,C,-9.084,minor,0.202,0.00935,0.0544,0.117,0.154,145.956,4/4,unpopular
54,False,0.511,0.717,D,-3.351,major,0.0321,0.0552,0.0,0.138,0.227,109.508,4/4,popular
60,False,0.68,0.53,B,-13.105,minor,0.0889,0.417,0.011,0.0559,0.352,124.551,4/4,popular
26,False,0.446,0.787,B,-7.334,major,0.0714,0.0328,0.0,0.141,0.586,125.642,4/4,unpopular
38,False,0.566,0.759,C,-4.718,minor,0.0993,0.0112,1.29e-05,0.106,0.38,159.965,4/4,unpopular
44,False,0.516,0.749,A,-3.265,major,0.0642,0.066,1.18e-05,0.076,0.33,94.974,4/4,unpopular
21,False,0.744,0.816,F,-3.821,major,0.214,0.0822,0.0,0.256,0.877,103.081,4/4,unpopular
0,False,0.817,0.63,A,-4.631,major,0.203,0.00237,0.35,0.202,0.432,122.933,4/4,unpopular
1,False,0.533,0.426,A,-9.525,minor,0.0297,0.46,0.0,0.1,0.152,103.267,3/4,unpopular
62,False,0.104,0.0906,D,-30.989,minor,0.0518,0.603,0.825,0.126,0.0496,88.326,3/4,popular
23,False,0.422,0.997,F,-3.17,minor,0.169,7.26e-05,0.0318,0.341,0.044,145.011,4/4,unpopular
17,False,0.558,0.31,G,-9.789,major,0.0283,0.908,1.65e-06,0.122,0.0913,108.06,4/4,unpopular
29,False,0.674,0.739,E,-8.152,minor,0.0298,0.0709,0.0,0.334,0.356,133.967,4/4,unpopular
63,False,0.781,0.766,G,-8.728,major,0.0564,0.122,0.000104,0.121,0.798,106.193,4/4,popular
36,False,0.37,0.478,A,-8.239,major,0.0257,0.0416,0.00174,0.247,0.229,143.997,4/4,unpopular
54,False,0.38,0.502,G,-5.508,major,0.027,0.805,0.0,0.2,0.45,98.658,4/4,popular
59,False,0.552,0.668,D,-9.111,major,0.0473,0.421,0.0117,0.159,0.152,95.032,4/4,popular
42,False,0.532,0.917,A,-2.173,minor,0.128,0.00499,0.00858,0.13,0.0661,150.041,4/4,unpopular
0,False,0.285,0.00464,D-sharp_E-flat,-38.222,minor,0.0435,0.995,0.844,0.0582,0.216,72.32,3/4,unpopular
21,False,0.783,0.689,E,-5.805,minor,0.0882,0.212,0.0,0.0915,0.45,120.147,5/4,unpopular
52,False,0.778,0.671,E,-6.495,minor,0.0439,0.0499,0.0,0.124,0.687,121.942,4/4,popular
56,True,0.802,0.579,F-sharp_G-flat,-4.12,minor,0.0325,0.189,0.0,0.219,0.647,111.994,4/4,popular
12,False,0.47,0.462,A,-10.271,major,0.0292,0.7,3.33e-06,0.157,0.779,113.418,4/4,unpopular
17,False,0.425,0.946,B,-6.498,major,0.0972,0.0516,0.958,0.126,0.0775,174.023,4/4,unpopular
23,False,0.609,0.975,G-sharp_A-flat,-3.299,major,0.0844,0.516,4.13e-06,0.194,0.535,132.007,4/4,unpopular
26,False,0.405,0.0126,D-sharp_E-flat,-33.798,major,0.0636,0.987,0.912,0.089,0.105,70.798,4/4,unpopular
5,False,0.833,0.385,G,-8.679,minor,0.13,0.325,0.434,0.122,0.485,93.984,4/4,unpopular
39,False,0.496,0.67,D,-6.687,minor,0.0341,0.419,1.03e-05,0.208,0.7,86.865,4/4,unpopular
26,False,0.529,0.409,A,-10.092,major,0.0296,0.696,1.73e-06,0.163,0.102,126.672,4/4,unpopular
48,False,0.215,0.945,A-sharp_B-flat,-7.201,minor,0.0798,0.000639,0.453,0.204,0.603,179.079,4/4,unpopular
43,False,0.265,0.656,C,-6.486,major,0.036,0.0096,0.000277,0.27,0.0691,143.864,4/4,unpopular
40,False,0.588,0.804,D,-7.267,major,0.0808,0.457,0.0,0.666,0.927,157.886,4/4,unpopular
0,False,0.556,0.229,D,-11.817,minor,0.0676,0.869,0.0,0.0863,0.529,141.004,4/4,unpopular
0,False,0.69,0.858,C,-4.431,major,0.0529,0.189,0.0,0.113,0.755,91.884,4/4,unpopular
27,False,0.719,0.656,B,-6.155,minor,0.308,0.313,0.0,0.514,0.774,87.214,4/4,unpopular
0,False,0.815,0.66,A,-7.68,minor,0.25,0.381,0.0,0.128,0.643,101.006,4/4,unpopular
19,False,0.503,0.904,A,-6.038,major,0.0434,0.000217,0.315,0.0924,0.35,120.017,4/4,unpopular
41,False,0.618,0.083,E,-23.665,major,0.057,0.745,0.000123,0.146,0.597,90.865,4/4,unpopular
33,False,0.331,0.845,A,-5.827,minor,0.108,0.0025,0.00097,0.109,0.573,159.753,4/4,unpopular
61,False,0.647,0.537,C,-7.486,major,0.0258,0.368,0.0,0.213,0.185,131.927,4/4,popular
1,False,0.606,0.75,G-sharp_A-flat,-4.535,minor,0.0306,0.0026,0.000795,0.321,0.771,126.316,4/4,unpopular
1,False,0.569,0.577,A-sharp_B-flat,-9.719,minor,0.0699,0.00877,0.00913,0.0758,0.961,71.707,4/4,unpopular
0,False,0.687,0.792,F,-2.749,major,0.0452,0.191,0.0,0.167,0.671,100.011,4/4,unpopular
42,False,0.751,0.636,C-sharp_D-flat,-4.791,minor,0.0437,0.0479,0.0,0.354,0.535,127.953,4/4,unpopular
4,False,0.805,0.866,B,-9.129,minor,0.119,3.51e-05,0.558,0.0278,0.54,126.303,4/4,unpopular
8,True,0.396,0.805,A,-6.907,major,0.0992,0.0346,0.000376,0.0791,0.0391,100.428,3/4,unpopular
64,False,0.648,0.573,A-sharp_B-flat,-9.921,minor,0.0352,0.244,0.746,0.0906,0.0764,112.004,4/4,popular
40,False,0.607,0.54,G,-14.257,major,0.0355,0.37,0.00196,0.264,0.532,101.047,4/4,unpopular
22,False,0.162,0.306,G,-9.045,major,0.0313,0.543,6.94e-05,0.274,0.0605,67.889,4/4,unpopular
67,False,0.477,0.685,D,-4.554,major,0.0325,0.105,0.0,0.277,0.308,152.04,4/4,popular
47,True,0.859,0.297,C,-13.967,minor,0.11,0.386,1.17e-05,0.144,0.174,108.542,4/4,unpopular
26,False,0.156,0.126,C,-22.038,major,0.0389,0.965,0.972,0.106,0.0341,74.775,4/4,unpopular
53,False,0.686,0.436,C-sharp_D-flat,-8.865,major,0.0336,0.574,0.0,0.0955,0.162,119.959,4/4,popular
0,False,0.374,0.344,G-sharp_A-flat,-10.95,major,0.0272,0.586,9.84e-06,0.144,0.304,75.683,3/4,unpopular
7,False,0.715,0.953,C-sharp_D-flat,-4.343,major,0.0517,0.0164,0.921,0.31,0.55,130.596,4/4,unpopular
40,False,0.552,0.492,E,-8.919,minor,0.066,0.605,2.38e-06,0.131,0.617,94.994,4/4,unpopular
63,False,0.653,0.446,C,-7.867,major,0.0351,0.546,4.52e-05,0.109,0.472,100.018,4/4,popular
13,False,0.674,0.708,C-sharp_D-flat,-10.751,major,0.0664,0.0392,0.0068,0.181,0.688,110.437,4/4,unpopular
22,False,0.743,0.682,G-sharp_A-flat,-5.925,major,0.142,0.0054,0.868,0.0423,0.0667,148.001,4/4,unpopular
4,True,0.532,0.969,B,-3.967,major,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,4/4,unpopular
35,False,0.479,0.969,E,-5.575,major,0.0899,0.000207,0.021,0.202,0.378,95.301,4/4,unpopular
0,True,0.586,0.556,F-sharp_G-flat,-7.639,major,0.0592,0.00655,0.0,0.0836,0.517,167.018,4/4,unpopular
41,False,0.653,0.667,G,-9.658,major,0.0356,0.247,0.626,0.0737,0.229,122.983,4/4,unpopular
33,True,0.354,0.942,D-sharp_E-flat,-9.01,major,0.122,0.0226,0.823,0.277,0.235,144.987,4/4,unpopular
4,True,0.391,0.951,F-sharp_G-flat,-7.419,major,0.0688,0.012,0.000446,0.0878,0.468,157.663,4/4,unpopular
34,False,0.308,0.889,F-sharp_G-flat,-8.691,minor,0.117,0.000812,0.0119,0.271,0.255,182.063,4/4,unpopular
71,True,0.684,0.856,F-sharp_G-flat,-2.676,major,0.0411,0.342,0.00728,0.109,0.343,117.027,4/4,popular
34,False,0.204,0.992,E,-2.4,major,0.255,0.0212,0.000389,0.818,0.233,151.338,4/4,unpopular
60,False,0.583,0.452,B,-10.459,minor,0.026,0.802,0.00632,0.143,0.327,79.999,4/4,popular
79,True,0.546,0.586,F-sharp_G-flat,-8.488,major,0.0313,0.00346,0.00114,0.0562,0.364,131.778,4/4,popular
9,False,0.388,0.569,G-sharp_A-flat,-13.607,major,0.0672,0.391,0.426,0.229,0.441,161.395,4/4,unpopular
40,False,0.564,0.296,F-sharp_G-flat,-18.489,major,0.179,0.99,0.883,0.492,0.931,109.566,4/4,unpopular
58,False,0.623,0.478,C-sharp_D-flat,-10.444,major,0.0645,0.709,8.05e-06,0.111,0.0769,115.037,4/4,popular
37,False,0.426,0.765,B,-4.858,major,0.297,0.0273,0.0,0.277,0.59,169.259,4/4,unpopular
56,False,0.445,0.45,D,-7.607,major,0.0356,0.803,0.0,0.0555,0.122,136.046,4/4,popular
42,False,0.355,0.244,A,-12.207,minor,0.0304,0.656,0.0,0.085,0.109,125.401,4/4,unpopular
29,False,0.49,0.225,B,-12.554,minor,0.0381,0.935,0.892,0.11,0.294,84.011,4/4,unpopular
71,False,0.442,0.939,G-sharp_A-flat,-4.18,major,0.0941,0.000183,0.00589,0.0857,0.27,140.021,4/4,popular
56,False,0.639,0.509,D,-10.354,major,0.0288,0.002,0.000485,0.0834,0.739,100.157,4/4,popular
39,False,0.323,0.631,E,-4.293,minor,0.0372,0.546,0.0205,0.349,0.374,111.187,3/4,unpopular
53,False,0.471,0.549,D,-5.696,major,0.0315,0.331,0.0,0.0729,0.141,83.681,4/4,popular
24,False,0.648,0.00717,C,-17.928,major,0.0915,0.994,0.903,0.087,0.442,104.912,4/4,unpopular
32,False,0.558,0.403,C,-9.59,major,0.0248,0.685,0.0,0.11,0.281,92.994,4/4,unpopular
79,False,0.489,0.597,F,-6.633,minor,0.0292,0.27,0.0,0.105,0.324,95.012,4/4,popular
16,False,0.56,0.728,C,-7.151,major,0.0445,0.653,0.00662,0.104,0.393,112.045,4/4,unpopular
42,False,0.64,0.481,G,-9.289,major,0.0447,0.739,2.5e-06,0.0987,0.747,87.58,4/4,unpopular
18,False,0.715,0.571,A,-8.214,minor,0.306,0.0803,7.07e-06,0.101,0.369,83.453,4/4,unpopular
47,False,0.706,0.938,C-sharp_D-flat,-3.949,major,0.0727,0.0306,0.000198,0.25,0.931,134.988,4/4,unpopular
76,False,0.677,0.804,C-sharp_D-flat,-5.337,minor,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4/4,popular
43,False,0.41,0.271,E,-14.057,minor,0.0302,0.792,0.000986,0.114,0.117,154.772,3/4,unpopular
38,True,0.705,0.412,C,-12.453,minor,0.0794,0.536,0.0,0.205,0.345,90.001,4/4,unpopular
1,True,0.698,0.845,G,-4.705,major,0.12,0.176,0.0,0.239,0.749,171.938,4/4,unpopular
60,False,0.577,0.446,F-sharp_G-flat,-11.343,major,0.0313,0.554,0.0782,0.116,0.262,81.005,4/4,popular
43,False,0.778,0.641,F,-6.977,minor,0.0437,0.0105,0.0,0.243,0.864,140.06,4/4,unpopular
52,False,0.437,0.493,A-sharp_B-flat,-12.69,minor,0.0366,0.487,0.897,0.0789,0.151,129.822,3/4,popular
65,False,0.507,0.966,C-sharp_D-flat,-2.635,major,0.046,0.00159,0.0,0.336,0.502,136.035,4/4,popular
37,False,0.8,0.741,A-sharp_B-flat,-11.836,minor,0.0587,0.000545,0.831,0.12,0.458,125.025,4/4,unpopular
21,False,0.509,0.411,E,-9.432,minor,0.0321,0.564,0.0105,0.264,0.362,172.119,4/4,unpopular
31,False,0.545,0.988,D,-4.59,major,0.252,0.000119,0.00966,0.197,0.0786,101.504,4/4,unpopular
44,False,0.579,0.731,G,-7.382,minor,0.26,0.364,0.0,0.224,0.5,95.273,4/4,unpopular
31,False,0.533,0.9,C-sharp_D-flat,-3.46,minor,0.268,0.154,0.0,0.328,0.703,155.931,4/4,unpopular
0,False,0.626,0.255,G,-17.945,minor,0.0423,0.938,0.875,0.0814,0.622,130.473,4/4,unpopular
14,False,0.42,0.873,B,-6.786,major,0.0376,0.00696,0.754,0.102,0.707,109.985,3/4,unpopular
39,False,0.0832,0.918,F,-27.992,major,0.0662,0.262,0.971,0.854,1e-05,79.572,3/4,unpopular
0,False,0.698,0.854,A,-3.84,minor,0.0451,0.101,0.0,0.107,0.931,124.042,4/4,unpopular
49,False,0.815,0.688,C,-6.101,major,0.0659,0.00159,4.11e-06,0.111,0.641,101.968,4/4,unpopular
58,False,0.694,0.695,E,-5.035,minor,0.0276,0.324,0.0,0.177,0.668,120.057,4/4,popular
33,False,0.451,0.178,A,-11.846,major,0.0303,0.918,0.0,0.107,0.689,159.615,4/4,unpopular
19,False,0.768,0.688,A-sharp_B-flat,-9.079,minor,0.0431,0.103,0.73,0.113,0.4,125.112,4/4,unpopular
66,False,0.688,0.678,G-sharp_A-flat,-3.903,major,0.0348,0.0359,0.0,0.0331,0.909,120.058,4/4,popular
39,False,0.808,0.415,D,-11.871,major,0.0286,0.124,0.000232,0.154,0.737,112.634,4/4,unpopular
20,False,0.748,0.769,G,-8.616,major,0.121,0.1,3.01e-05,0.145,0.861,97.548,4/4,unpopular
53,False,0.518,0.724,G-sharp_A-flat,-6.327,major,0.0839,0.0308,0.0,0.116,0.334,121.884,4/4,popular
53,False,0.546,0.777,F-sharp_G-flat,-6.673,major,0.0672,0.767,0.0,0.828,0.958,164.249,4/4,popular
67,False,0.676,0.774,G-sharp_A-flat,-3.988,major,0.0338,0.137,0.0,0.106,0.392,86.994,4/4,popular
48,False,0.625,0.818,D-sharp_E-flat,-6.211,minor,0.0499,0.0397,0.465,0.325,0.26,128.006,4/4,unpopular
0,False,0.629,0.997,F,-1.975,major,0.0732,0.0203,0.0,0.688,0.691,133.995,4/4,unpopular
40,False,0.695,0.555,D,-8.321,minor,0.0306,0.0768,0.0024,0.184,0.523,118.008,4/4,unpopular
54,False,0.617,0.671,C-sharp_D-flat,-6.258,minor,0.0988,0.505,0.0,0.522,0.72,171.864,4/4,popular
56,False,0.495,0.578,A,-5.2,major,0.0382,0.544,0.0,0.151,0.489,135.897,4/4,popular
0,True,0.706,0.914,F,-5.668,minor,0.0615,0.19,0.0,0.0886,0.299,124.03,4/4,unpopular
74,False,0.61,0.891,E,-5.452,minor,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4/4,popular
22,False,0.111,0.922,B,-4.363,minor,0.062,0.000164,0.379,0.309,0.188,169.945,4/4,unpopular
26,False,0.156,0.22,A,-15.341,minor,0.0353,0.739,0.951,0.253,0.039,107.111,4/4,unpopular
44,False,0.39,0.802,C,-3.816,major,0.0537,0.0632,8.54e-06,0.383,0.237,68.439,4/4,unpopular
71,False,0.562,0.383,F-sharp_G-flat,-15.474,major,0.0304,0.143,0.124,0.138,0.599,93.764,3/4,popular
0,True,0.807,0.606,D-sharp_E-flat,-8.871,minor,0.0872,0.0946,0.0,0.119,0.304,92.988,4/4,unpopular
35,False,0.444,0.953,C,-1.644,major,0.199,0.023,0.0,0.144,0.609,189.79,4/4,unpopular
72,False,0.446,0.632,C-sharp_D-flat,-12.197,major,0.034,0.0793,0.000266,0.0881,0.359,113.176,4/4,popular
16,False,0.604,0.982,G,-5.765,major,0.0565,0.00802,0.677,0.288,0.618,166.352,4/4,unpopular
0,False,0.385,0.458,C-sharp_D-flat,-9.5,major,0.0361,0.287,7.43e-05,0.108,0.136,134.673,3/4,unpopular
40,False,0.468,0.157,F-sharp_G-flat,-11.996,major,0.031,0.837,0.0,0.191,0.356,135.415,4/4,unpopular
28,False,0.492,0.859,F,-3.987,minor,0.0539,0.303,0.0,0.295,0.477,124.993,4/4,unpopular
68,True,0.622,0.619,D,-6.4,minor,0.0561,0.0624,0.0,0.081,0.483,147.965,4/4,popular
42,False,0.587,0.898,G,-3.781,major,0.0804,2.26e-05,0.000572,0.0887,0.405,132.499,4/4,unpopular
35,False,0.361,0.972,D,-4.892,major,0.127,0.0011,0.000626,0.132,0.403,111.82,4/4,unpopular
24,False,0.337,0.734,C,-6.357,major,0.0341,0.00094,0.00658,0.327,0.313,79.998,4/4,unpopular
