popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,is_popular
20,False,0.726,0.228,F,-16.387,major,0.278,0.96,5.02e-06,0.093,0.66,68.058,3/4,unpopular
0,False,0.73,0.769,B,-3.292,minor,0.0508,0.2,0.0,0.261,0.566,95.989,4/4,unpopular
47,False,0.724,0.646,B,-4.495,major,0.0658,0.0977,0.179,0.0647,0.824,143.674,4/4,unpopular
55,False,0.461,0.644,A,-6.12,major,0.0482,0.138,0.054,0.142,0.0372,122.012,4/4,popular
0,False,0.795,0.565,D-sharp_E-flat,-4.457,minor,0.0948,0.131,0.0,0.0802,0.55,87.925,4/4,unpopular
20,False,0.541,0.964,F,-4.179,minor,0.0457,3.25e-05,0.000279,0.0904,0.728,154.977,4/4,unpopular
39,False,0.671,0.428,G-sharp_A-flat,-7.347,major,0.0282,0.322,0.0,0.111,0.36,113.379,4/4,unpopular
49,False,0.466,0.575,C-sharp_D-flat,-8.053,major,0.0306,0.094,0.000116,0.0892,0.255,141.954,4/4,unpopular
62,False,0.304,0.0585,A,-16.949,minor,0.0351,0.59,0.928,0.0982,0.0371,119.975,4/4,popular
0,False,0.335,0.694,D,-7.29,minor,0.0435,0.0232,0.0715,0.145,0.0677,113.015,3/4,unpopular
0,False,0.596,0.473,A,-9.381,minor,0.218,0.0273,0.0,0.203,0.365,157.0,4/4,unpopular
65,False,0.783,0.489,C,-4.853,minor,0.0956,0.141,0.00915,0.303,0.732,170.003,4/4,popular
68,True,0.693,0.564,C-sharp_D-flat,-3.857,minor,0.0378,0.399,0.0,0.0409,0.574,185.913,3/4,popular
55,False,0.655,0.434,F,-8.585,minor,0.0306,0.68,0.0134,0.175,0.509,111.94,4/4,popular
50,False,0.342,0.842,B,-4.159,major,0.0855,0.172,1.44e-06,0.339,0.33,149.922,4/4,unpopular
61,False,0.608,0.47,G-sharp_A-flat,-6.73,major,0.0428,0.226,0.0,0.0963,0.241,81.0,4/4,popular
62,False,0.691,0.234,D-sharp_E-flat,-6.441,major,0.0285,0.777,0.0,0.12,0.209,87.103,4/4,popular
0,False,0.7,0.467,E,-8.578,minor,0.0376,0.685,0.0,0.315,0.763,119.287,4/4,unpopular
66,True,0.293,0.997,E,-4.364,minor,0.217,0.000463,3.95e-05,0.415,0.13,100.348,4/4,popular
68,True,0.706,0.604,D,-6.932,major,0.303,0.418,0.0,0.242,0.361,82.03,4/4,popular
52,False,0.871,0.379,F-sharp_G-flat,-10.751,minor,0.0752,0.0858,0.141,0.0689,0.491,107.961,4/4,popular
0,False,0.259,0.134,E,-18.803,minor,0.0342,0.98,0.172,0.0924,0.107,132.64,4/4,unpopular
1,False,0.65,0.625,C,-10.122,minor,0.0359,0.00536,0.00046,0.119,0.293,118.965,4/4,unpopular
77,False,0.521,0.895,G,-5.242,major,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4/4,popular
45,False,0.673,0.799,C,-3.806,major,0.0381,0.372,0.0,0.786,0.597,120.042,4/4,unpopular
57,False,0.655,0.695,A,-9.648,major,0.0381,0.101,0.436,0.105,0.33,125.572,4/4,popular
60,False,0.571,0.572,B,-7.751,minor,0.0344,0.0166,0.000698,0.0972,0.771,200.092,4/4,popular
18,False,0.36,0.682,A-sharp_B-flat,-6.473,minor,0.101,0.286,0.0,0.0825,0.446,98.001,4/4,unpopular
70,False,0.774,0.687,B,-4.818,minor,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,4/4,popular
35,True,0.692,0.769,C,-3.66,major,0.151,0.348,0.0,0.186,0.898,148.07,4/4,unpopular
59,False,0.276,0.872,F,-10.215,minor,0.0394,2.61e-05,0.876,0.197,0.46,178.823,4/4,popular
32,False,0.588,0.494,A-sharp_B-flat,-10.687,major,0.0525,0.535,0.0155,0.0942,0.964,91.964,4/4,unpopular
53,False,0.368,0.153,C-sharp_D-flat,-27.895,minor,0.026,0.96,0.863,0.111,0.508,75.194,4/4,popular
58,False,0.671,0.628,E,-5.117,major,0.0273,0.536,0.151,0.12,0.595,135.005,4/4,popular
58,False,0.601,0.927,A-sharp_B-flat,-5.12,minor,0.0417,0.000551,0.177,0.275,0.525,126.083,4/4,popular
59,False,0.699,0.913,D,-4.435,major,0.0813,0.0318,2.08e-06,0.0928,0.671,129.036,4/4,popular
39,False,0.391,0.31,G,-8.706,major,0.0268,0.614,3.6e-06,0.1,0.295,83.46,4/4,unpopular
0,False,0.724,0.566,G,-5.117,major,0.0305,0.617,0.00023,0.234,0.873,131.174,4/4,unpopular
33,False,0.515,0.553,C,-10.41,major,0.0509,0.294,1.43e-05,0.284,0.394,164.053,4/4,unpopular
48,False,0.212,0.465,B,-7.719,major,0.0345,0.214,0.0,0.102,0.197,198.694,3/4,unpopular
1,False,0.755,0.642,A-sharp_B-flat,-11.849,major,0.0566,0.564,0.000105,0.0443,0.969,79.768,4/4,unpopular
68,False,0.346,0.749,F-sharp_G-flat,-6.506,major,0.035,0.00167,8.86e-05,0.648,0.315,102.591,4/4,popular
48,False,0.586,0.121,B,-18.214,major,0.0321,0.92,0.106,0.0832,0.173,92.018,4/4,unpopular
33,False,0.564,0.384,A,-8.651,major,0.0289,0.729,1.76e-06,0.185,0.188,90.123,4/4,unpopular
25,False,0.4,0.984,D-sharp_E-flat,-3.939,major,0.123,1.98e-06,0.901,0.324,0.0724,109.974,4/4,unpopular
48,False,0.601,0.804,G,-4.405,major,0.0392,0.69,0.0002,0.252,0.78,160.087,4/4,unpopular
77,False,0.634,0.663,B,-6.818,major,0.0331,0.433,0.124,0.102,0.6,146.053,4/4,popular
87,False,0.912,0.774,C,-4.673,minor,0.0455,0.121,0.0127,0.101,0.632,119.966,4/4,popular
26,False,0.642,0.65,D,-6.192,major,0.0316,0.355,0.551,0.258,0.971,132.151,4/4,unpopular
0,False,0.825,0.478,E,-5.55,major,0.0524,0.000126,0.714,0.0823,0.701,126.034,4/4,unpopular
1,False,0.759,0.843,G-sharp_A-flat,-3.718,major,0.0913,0.127,0.0,0.114,0.56,105.016,4/4,unpopular
46,False,0.549,0.945,C-sharp_D-flat,-4.534,major,0.295,0.00636,0.0,0.106,0.453,105.3,4/4,unpopular
17,False,0.418,0.996,A-sharp_B-flat,-4.6,minor,0.12,0.000284,0.87,0.152,0.198,175.001,4/4,unpopular
24,False,0.637,0.831,C-sharp_D-flat,-5.566,minor,0.0382,0.308,6.79e-06,0.765,0.681,113.991,4/4,unpopular
0,False,0.55,0.00947,G-sharp_A-flat,-34.657,major,0.0687,0.995,0.937,0.0709,0.17,109.255,4/4,unpopular
47,False,0.809,0.944,F,-6.339,minor,0.193,0.00043,0.877,0.0416,0.18,124.014,4/4,unpopular
32,False,0.541,0.362,C-sharp_D-flat,-11.012,minor,0.031,0.542,0.00024,0.0938,0.221,120.595,4/4,unpopular
67,False,0.512,0.695,E,-6.349,major,0.0271,0.0265,0.00815,0.146,0.351,145.957,4/4,popular
44,False,0.557,0.896,E,-6.52,minor,0.0346,0.000931,0.000186,0.339,0.561,101.073,4/4,unpopular
0,False,0.588,0.771,G-sharp_A-flat,-5.125,minor,0.0954,0.202,9.12e-06,0.117,0.657,179.968,4/4,unpopular
57,False,0.636,0.826,A-sharp_B-flat,-2.691,major,0.0382,0.0181,0.0533,0.0785,0.0353,126.024,4/4,popular
44,False,0.628,0.869,F-sharp_G-flat,-5.821,minor,0.0426,0.125,1.19e-06,0.0235,0.868,166.983,4/4,unpopular
21,False,0.616,0.82,E,-4.504,major,0.0327,0.575,0.0,0.337,0.659,125.017,4/4,unpopular
51,False,0.542,0.793,F-sharp_G-flat,-3.857,major,0.0423,0.00228,0.0,0.129,0.573,93.0,4/4,popular
4,False,0.802,0.682,C-sharp_D-flat,-5.919,minor,0.225,0.112,1.63e-05,0.109,0.586,123.94,4/4,unpopular
51,False,0.674,0.739,D,-5.446,major,0.0385,0.0716,2.4e-06,0.15,0.851,127.424,4/4,popular
77,True,0.626,0.423,C-sharp_D-flat,-6.035,major,0.0513,0.128,0.0,0.18,0.571,95.162,4/4,popular
0,False,0.716,0.657,A,-4.3,minor,0.0622,0.0351,0.0,0.0912,0.253,129.899,4/4,unpopular
37,False,0.815,0.624,E,-6.436,minor,0.12,0.251,0.0,0.0943,0.853,100.01,4/4,unpopular
0,False,0.543,0.784,F,-7.53,major,0.112,0.345,0.0,0.22,0.966,112.489,4/4,unpopular
63,False,0.659,0.345,B,-8.464,major,0.107,0.106,0.0,0.107,0.338,84.761,4/4,popular
18,False,0.457,0.958,G-sharp_A-flat,-4.967,minor,0.153,0.261,0.0102,0.359,0.106,172.021,4/4,unpopular
49,False,0.67,0.685,C-sharp_D-flat,-9.029,minor,0.0631,0.278,3.56e-06,0.103,0.689,159.942,4/4,unpopular
0,False,0.768,0.828,C,-3.371,major,0.0532,0.153,0.0,0.0524,0.827,90.982,4/4,unpopular
22,False,0.678,0.985,F-sharp_G-flat,-0.978,major,0.138,0.0654,0.0078,0.22,0.0666,100.01,4/4,unpopular
0,False,0.97,0.92,A-sharp_B-flat,-6.413,minor,0.138,0.00669,0.0,0.0309,0.78,120.0,4/4,unpopular
31,False,0.655,0.83,D,-4.317,major,0.0402,0.169,0.0,0.224,0.754,128.006,4/4,unpopular
0,False,0.524,0.614,C,-8.05,major,0.0363,0.202,0.0,0.0802,0.751,82.229,4/4,unpopular
16,False,0.816,0.494,G,-10.25,major,0.101,0.846,0.88,0.0932,0.403,93.758,4/4,unpopular
26,False,0.44,0.336,D,-11.082,major,0.0289,0.409,0.0,0.238,0.25,73.098,4/4,unpopular
56,False,0.734,0.536,B,-4.686,major,0.0318,0.601,0.0,0.1,0.591,114.036,4/4,popular
45,False,0.626,0.702,G,-8.525,major,0.0279,0.00274,0.000166,0.214,0.6,139.506,4/4,unpopular
70,False,0.231,0.0297,D,-31.544,major,0.0579,0.991,0.878,0.0742,0.07,131.413,4/4,popular
42,False,0.383,0.282,G,-11.764,major,0.0467,0.82,1.76e-05,0.212,0.246,187.09,3/4,unpopular
44,False,0.56,0.842,F-sharp_G-flat,-6.284,minor,0.0495,0.275,0.0,0.682,0.68,147.954,4/4,unpopular
20,False,0.487,0.966,F,-1.696,major,0.245,0.317,0.0,0.154,0.242,177.866,3/4,unpopular
20,False,0.567,0.624,D,-4.928,major,0.0627,0.00668,0.903,0.114,0.0624,173.982,4/4,unpopular
47,False,0.768,0.769,D,-8.88,major,0.0483,0.00136,0.906,0.108,0.108,124.015,4/4,unpopular
27,True,0.635,0.728,F-sharp_G-flat,-4.97,minor,0.315,0.224,0.0,0.132,0.165,126.387,5/4,unpopular
3,False,0.643,0.655,D,-10.249,major,0.0256,0.217,0.000272,0.0462,0.878,124.731,4/4,unpopular
57,False,0.428,0.497,G-sharp_A-flat,-10.311,major,0.0491,0.547,0.91,0.693,0.36,71.801,4/4,popular
46,False,0.555,0.784,A,-5.301,major,0.0952,0.0245,0.044,0.23,0.335,141.972,4/4,unpopular
72,False,0.597,0.848,E,-5.458,major,0.0406,0.173,0.0,0.373,0.324,139.876,4/4,popular
25,False,0.479,0.848,A,-3.708,major,0.0545,0.0151,0.0,0.164,0.778,91.453,4/4,unpopular
43,False,0.53,0.476,F,-7.671,major,0.0332,0.285,4.72e-06,0.106,0.452,139.684,4/4,unpopular
8,False,0.606,0.943,G-sharp_A-flat,-8.83,minor,0.0487,5.44e-05,0.812,0.845,0.531,130.325,4/4,unpopular
0,False,0.648,0.86,G,-4.974,major,0.11,0.00636,0.0289,0.135,0.625,128.03,4/4,unpopular
53,False,0.428,0.931,C-sharp_D-flat,-2.628,minor,0.05,5.82e-06,1.5e-06,0.0746,0.575,93.984,4/4,popular
44,False,0.761,0.73,C,-5.704,major,0.0393,0.593,0.016,0.0908,0.587,122.004,4/4,unpopular
39,False,0.444,0.986,E,-5.285,minor,0.0738,0.000121,0.558,0.44,0.0752,138.022,4/4,unpopular
13,False,0.824,0.645,F-sharp_G-flat,-9.578,major,0.0574,8.05e-05,0.909,0.0756,0.607,123.656,4/4,unpopular
46,False,0.826,0.647,F-sharp_G-flat,-7.002,major,0.129,0.359,3.68e-05,0.101,0.178,99.994,4/4,unpopular
18,False,0.403,0.715,G,-8.947,minor,0.049,0.0183,0.941,0.119,0.227,158.045,4/4,unpopular
30,False,0.338,0.523,A,-6.858,major,0.0419,0.54,1.05e-05,0.0757,0.336,139.644,4/4,unpopular
38,False,0.719,0.575,G,-5.976,major,0.0898,0.742,1.7e-05,0.072,0.775,172.228,4/4,unpopular
62,False,0.402,0.552,A-sharp_B-flat,-10.158,major,0.0258,0.028,1.36e-05,0.0929,0.668,145.164,4/4,popular
39,False,0.464,0.367,D,-13.439,major,0.0332,0.493,0.0,0.19,0.291,127.228,3/4,unpopular
50,False,0.218,0.387,C,-11.676,major,0.0478,0.9,0.00196,0.172,0.122,168.989,4/4,unpopular
21,False,0.443,0.816,C,-5.038,major,0.0391,0.015,0.0,0.384,0.485,173.966,4/4,unpopular
49,False,0.649,0.434,A,-6.669,major,0.0317,0.452,0.0,0.0818,0.264,121.954,3/4,unpopular
42,False,0.732,0.608,C-sharp_D-flat,-6.003,major,0.114,0.11,0.0,0.1,0.627,164.008,4/4,unpopular
0,False,0.796,0.667,F,-4.831,minor,0.0392,0.381,0.0,0.221,0.754,97.988,4/4,unpopular
66,False,0.503,0.548,C,-7.564,minor,0.164,0.0751,0.000234,0.145,0.441,94.036,4/4,popular
49,False,0.327,0.659,C-sharp_D-flat,-8.338,major,0.0343,0.015,0.516,0.115,0.0384,116.385,3/4,unpopular
46,False,0.576,0.52,F,-11.136,minor,0.0345,0.785,0.0,0.0839,0.182,126.989,4/4,unpopular
39,False,0.579,0.477,D,-9.784,major,0.0327,0.137,0.0,0.0765,0.398,87.092,4/4,unpopular
31,False,0.537,0.69,C-sharp_D-flat,-8.29,major,0.04,0.0504,0.0185,0.109,0.205,120.035,4/4,unpopular
0,False,0.707,0.955,A-sharp_B-flat,-4.593,minor,0.222,0.127,0.0,0.203,0.575,125.993,4/4,unpopular
0,False,0.523,0.448,D,-13.53,major,0.0593,0.442,0.0,0.111,0.351,134.511,4/4,unpopular
0,False,0.318,0.943,E,-3.188,minor,0.107,0.00721,2.06e-06,0.242,0.298,189.985,4/4,unpopular
20,False,0.482,0.558,A,-5.879,minor,0.0275,0.00594,9.72e-05,0.125,0.112,107.054,4/4,unpopular
23,False,0.583,0.835,E,-3.312,major,0.0321,0.291,0.0,0.147,0.525,92.477,4/4,unpopular
56,False,0.637,0.442,D-sharp_E-flat,-6.073,major,0.0254,0.732,0.0,0.127,0.338,95.201,4/4,popular
0,False,0.321,0.09,C,-21.296,minor,0.0321,0.838,0.00266,0.0998,0.157,65.825,4/4,unpopular
49,False,0.279,0.386,C,-13.944,major,0.037,5.4e-05,0.926,0.111,0.0356,139.88,4/4,unpopular
36,False,0.427,0.412,F-sharp_G-flat,-7.016,minor,0.0449,0.0631,0.0,0.0852,0.674,59.817,4/4,unpopular
22,False,0.673,0.994,G-sharp_A-flat,-3.358,minor,0.0845,0.00999,0.000506,0.153,0.46,142.039,4/4,unpopular
48,False,0.596,0.358,C,-12.993,major,0.0255,0.9,0.0503,0.108,0.43,94.932,4/4,unpopular
25,False,0.763,0.711,C,-13.478,major,0.046,0.542,0.928,0.133,0.788,146.01,4/4,unpopular
48,False,0.721,0.976,A-sharp_B-flat,-2.326,minor,0.11,0.0379,0.548,0.155,0.0665,128.034,4/4,unpopular
37,False,0.753,0.516,C,-9.647,minor,0.0662,0.372,0.0,0.0647,0.862,92.068,4/4,unpopular
0,False,0.715,0.61,E,-5.095,minor,0.0522,0.175,0.0,0.0949,0.771,79.973,4/4,unpopular
11,False,0.173,0.992,A-sharp_B-flat,-4.706,minor,0.179,1.45e-06,0.799,0.293,0.0358,105.467,3/4,unpopular
43,False,0.67,0.454,D,-11.569,major,0.0577,0.861,1.49e-05,0.313,0.508,144.033,4/4,unpopular
38,False,0.632,0.755,A,-3.507,minor,0.062,0.00973,0.000218,0.082,0.38,132.747,4/4,unpopular
51,False,0.802,0.771,F-sharp_G-flat,-3.058,major,0.0675,0.00799,0.004,0.0999,0.794,91.993,4/4,popular
12,False,0.64,0.394,G,-9.229,major,0.0249,0.627,0.0002,0.0734,0.57,104.59,4/4,unpopular
22,False,0.713,0.929,B,-4.35,minor,0.133,0.00323,0.168,0.0866,0.545,132.013,4/4,unpopular
36,False,0.354,0.956,D,-4.028,major,0.0991,0.000161,0.000602,0.179,0.503,142.855,4/4,unpopular
37,False,0.664,0.824,F,-5.616,major,0.026,0.0401,0.0,0.12,0.475,122.014,4/4,unpopular
72,False,0.549,0.675,E,-5.637,minor,0.0332,0.399,0.0,0.181,0.206,119.898,4/4,popular
58,False,0.826,0.72,A,-9.582,minor,0.119,0.103,0.773,0.11,0.287,127.011,4/4,popular
0,False,0.505,0.935,C-sharp_D-flat,-1.801,major,0.0757,0.0153,0.0,0.11,0.226,155.016,4/4,unpopular
46,False,0.634,0.869,C-sharp_D-flat,-7.34,major,0.0383,0.119,0.23,0.173,0.266,108.002,4/4,unpopular
28,False,0.115,0.43,D,-26.167,major,0.06,0.879,0.978,0.119,0.362,95.325,4/4,unpopular
34,False,0.565,0.866,B,-5.323,minor,0.0362,0.00126,1.44e-05,0.132,0.202,120.022,4/4,unpopular
41,False,0.354,0.966,C-sharp_D-flat,-5.139,minor,0.262,0.00362,0.0,0.293,0.55,185.098,4/4,unpopular
2,False,0.639,0.427,C,-6.512,major,0.0368,0.434,1.14e-05,0.0903,0.322,139.899,4/4,unpopular
0,False,0.652,0.188,A,-8.582,major,0.0419,0.853,0.0,0.0729,0.445,96.44,3/4,unpopular
59,False,0.372,0.6,E,-6.027,minor,0.0351,0.00643,3.37e-05,0.139,0.0753,188.96,3/4,popular
44,False,0.731,0.851,F,-1.042,minor,0.071,0.448,0.0,0.298,0.923,131.894,4/4,unpopular
45,False,0.724,0.698,D,-11.161,major,0.0541,0.0251,0.833,0.0968,0.238,124.013,4/4,unpopular
54,False,0.316,0.0831,A-sharp_B-flat,-25.582,major,0.0427,0.989,0.929,0.161,0.276,148.688,3/4,popular
66,False,0.284,0.704,D,-7.276,major,0.186,0.00583,0.000115,0.0424,0.1,191.702,4/4,popular
45,False,0.373,0.429,A,-7.992,major,0.0286,0.152,0.0,0.905,0.238,137.783,4/4,unpopular
37,False,0.379,0.958,F-sharp_G-flat,-5.576,minor,0.102,0.00683,0.797,0.0987,0.107,137.898,4/4,unpopular
53,False,0.282,0.843,B,-6.002,minor,0.114,0.000839,3.02e-05,0.0699,0.418,175.798,4/4,popular
28,False,0.763,0.472,G,-8.232,major,0.0429,0.5,0.0,0.263,0.583,125.339,4/4,unpopular
30,False,0.84,0.797,D,-5.566,major,0.0391,0.381,0.000828,0.0467,0.976,145.085,4/4,unpopular
46,False,0.725,0.678,D,-5.268,major,0.0298,0.188,0.0,0.425,0.604,126.916,4/4,unpopular
12,False,0.801,0.434,F-sharp_G-flat,-17.26,minor,0.0738,0.101,0.861,0.118,0.168,112.868,4/4,unpopular
0,False,0.347,0.499,A-sharp_B-flat,-7.596,major,0.0344,0.756,0.0,0.183,0.345,133.872,4/4,unpopular
26,False,0.657,0.969,F,-3.294,major,0.108,0.0924,0.0,0.699,0.693,150.086,4/4,unpopular
41,False,0.559,0.613,D-sharp_E-flat,-7.891,minor,0.0343,0.231,3.47e-06,0.0742,0.213,109.947,4/4,unpopular
0,True,0.737,0.607,C,-3.599,major,0.0835,0.194,0.11,0.132,0.528,179.957,4/4,unpopular
50,False,0.255,0.558,C-sharp_D-flat,-7.974,major,0.0359,0.0169,2.17e-05,0.0879,0.183,141.486,4/4,unpopular
53,False,0.509,0.656,F-sharp_G-flat,-7.574,major,0.0327,0.0315,2.12e-06,0.102,0.409,138.057,4/4,popular
50,False,0.731,0.95,B,-0.411,major,0.0477,0.113,0.000879,0.138,0.252,140.063,4/4,unpopular
42,False,0.275,0.327,D-sharp_E-flat,-10.236,major,0.0336,0.822,0.0,0.108,0.283,141.195,4/4,unpopular
26,False,0.799,0.512,G,-10.377,minor,0.0466,0.00584,0.553,0.123,0.97,145.044,4/4,unpopular
36,False,0.538,0.437,E,-7.586,major,0.0287,0.607,0.0,0.101,0.163,119.927,4/4,unpopular
61,False,0.583,0.257,C-sharp_D-flat,-15.534,major,0.0315,0.945,0.43,0.137,0.313,106.059,4/4,popular
0,False,0.444,0.669,G-sharp_A-flat,-6.727,minor,0.125,0.0669,0.0,0.124,0.44,183.441,4/4,unpopular
44,False,0.719,0.552,G,-7.975,major,0.0401,0.0359,0.844,0.113,0.256,126.007,4/4,unpopular
69,False,0.579,0.761,C,-5.547,major,0.0509,0.1,0.00176,0.279,0.287,126.165,4/4,popular
0,True,0.799,0.847,F,-7.808,major,0.0956,0.254,2.14e-05,0.339,0.529,115.016,4/4,unpopular
44,False,0.787,0.403,C,-11.989,major,0.033,0.603,0.00857,0.131,0.264,118.042,4/4,unpopular
40,False,0.67,0.378,E,-6.312,major,0.0311,0.835,0.0,0.0999,0.479,102.968,4/4,unpopular
29,False,0.749,0.701,G,-7.26,major,0.0286,0.444,0.00114,0.111,0.789,129.624,4/4,unpopular
27,False,0.817,0.438,A,-7.85,minor,0.107,0.000859,0.00572,0.127,0.517,78.652,4/4,unpopular
35,False,0.538,0.498,C,-10.598,major,0.0329,0.266,2.53e-05,0.247,0.619,114.889,3/4,unpopular
27,False,0.854,0.377,A,-9.858,minor,0.0897,0.0661,0.36,0.0684,0.275,139.96,4/4,unpopular
76,False,0.715,0.605,C,-5.128,minor,0.0428,0.239,1.41e-05,0.189,0.454,122.956,4/4,popular
70,False,0.889,0.756,E,-4.23,major,0.056,0.132,0.0,0.0996,0.918,122.905,4/4,popular
31,False,0.468,0.766,G-sharp_A-flat,-4.953,major,0.0273,0.256,0.0,0.12,0.794,101.74,4/4,unpopular
0,False,0.444,0.843,F,-5.376,minor,0.0641,0.0645,2.61e-05,0.135,0.399,153.959,4/4,unpopular
35,False,0.407,0.974,E,-2.779,major,0.091,2.13e-05,3.15e-06,0.0863,0.569,162.083,4/4,unpopular
61,False,0.826,0.26,D,-15.202,major,0.168,0.538,0.0,0.0898,0.245,110.079,4/4,popular
30,False,0.586,0.584,C,-7.376,major,0.0501,0.385,1.54e-05,0.0407,0.952,115.826,4/4,unpopular
65,False,0.632,0.92,D,-4.976,major,0.0531,0.119,0.508,0.114,0.363,127.001,4/4,popular
44,False,0.619,0.656,B,-7.574,minor,0.0279,0.414,0.0,0.736,0.358,125.035,4/4,unpopular
33,False,0.464,0.953,G,-3.179,major,0.0858,0.052,0.281,0.271,0.473,93.806,4/4,unpopular
14,False,0.783,0.357,G,-9.953,major,0.0377,0.799,0.0,0.078,0.897,141.15,4/4,unpopular
0,False,0.586,0.785,E,-3.385,major,0.0263,0.0181,0.0,0.278,0.72,133.122,4/4,unpopular
67,False,0.658,0.814,C,-4.631,major,0.0558,0.229,0.00676,0.216,0.69,108.016,4/4,popular
66,False,0.475,0.961,B,-1.434,major,0.0705,0.0132,0.0,0.331,0.355,94.466,4/4,popular
43,False,0.722,0.777,G,-5.438,major,0.0386,0.0318,0.0,0.0756,0.397,117.015,4/4,unpopular
2,False,0.851,0.621,C,-4.184,major,0.0675,0.0545,0.0,0.336,0.691,94.739,4/4,unpopular
63,False,0.766,0.618,B,-8.552,minor,0.124,0.0187,0.000115,0.181,0.513,95.054,4/4,popular
54,False,0.647,0.513,G,-12.372,major,0.0421,0.758,8.64e-06,0.108,0.955,131.641,4/4,popular
26,False,0.4,0.788,D,-4.597,major,0.0352,0.388,0.06,0.581,0.679,120.228,4/4,unpopular
66,True,0.674,0.514,F,-10.956,major,0.227,0.0126,0.0,0.158,0.192,99.901,4/4,popular
68,False,0.772,0.803,C-sharp_D-flat,-3.035,major,0.0468,0.188,0.0,0.434,0.853,94.981,4/4,popular
39,False,0.395,0.597,A,-12.138,major,0.113,0.0648,0.0,0.121,0.789,164.673,4/4,unpopular
49,False,0.919,0.641,D,-9.377,major,0.0787,0.00126,0.898,0.108,0.474,124.979,4/4,unpopular
59,False,0.658,0.67,G,-7.093,minor,0.0255,0.499,0.0071,0.256,0.696,95.3,4/4,popular
56,False,0.409,0.819,A,-3.784,minor,0.0564,0.0351,0.0,0.322,0.458,143.937,4/4,popular
53,False,0.474,0.338,C,-11.528,major,0.0299,0.648,0.0,0.13,0.81,154.596,4/4,popular
33,True,0.73,0.805,B,-6.285,minor,0.0714,0.154,0.000113,0.101,0.224,119.845,4/4,unpopular
64,False,0.512,0.752,E,-4.857,minor,0.0534,0.305,0.0,0.708,0.428,127.965,4/4,popular
37,False,0.565,0.385,F-sharp_G-flat,-8.754,minor,0.0355,0.646,6.18e-05,0.153,0.365,137.252,3/4,unpopular
6,False,0.565,0.145,A,-19.083,major,0.0342,0.921,0.926,0.079,0.0399,120.995,4/4,unpopular
20,False,0.567,0.988,A,-3.791,major,0.149,0.00133,0.0545,0.0857,0.245,134.931,4/4,unpopular
29,False,0.342,0.77,B,-3.958,major,0.0363,0.0585,1.46e-05,0.372,0.411,89.553,4/4,unpopular
63,False,0.651,0.783,C,-6.162,major,0.0501,0.045,0.0,0.0628,0.311,119.995,4/4,popular
46,False,0.693,0.291,A,-9.735,minor,0.115,0.819,0.965,0.0929,0.213,79.98,4/4,unpopular
79,False,0.685,0.909,D-sharp_E-flat,-4.034,minor,0.0396,0.0471,0.0,0.35,0.922,95.004,4/4,popular
0,False,0.759,0.711,C,-5.199,major,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4/4,unpopular
25,False,0.275,0.949,A,-7.404,major,0.0953,0.00139,0.013,0.304,0.421,75.841,4/4,unpopular
34,True,0.603,0.508,D-sharp_E-flat,-7.126,minor,0.0336,0.22,0.0,0.0483,0.168,115.802,4/4,unpopular
76,False,0.776,0.559,F-sharp_G-flat,-8.375,minor,0.103,0.11,0.0,0.0671,0.758,122.242,4/4,popular
35,False,0.457,0.323,E,-12.565,major,0.0347,0.812,0.000168,0.0902,0.405,174.22,4/4,unpopular
55,False,0.551,0.482,C-sharp_D-flat,-6.404,major,0.242,0.652,0.0,0.18,0.628,200.116,4/4,popular
66,True,0.546,0.724,A-sharp_B-flat,-8.639,minor,0.0427,0.000273,0.667,0.133,0.586,89.991,4/4,popular
51,False,0.403,0.29,D,-10.262,major,0.0328,0.757,0.0,0.0972,0.248,139.482,4/4,popular
0,False,0.301,0.263,A,-9.867,minor,0.028,0.31,0.158,0.144,0.212,106.886,4/4,unpopular
47,False,0.492,0.775,D,-9.836,minor,0.0373,0.653,0.0469,0.41,0.811,155.835,4/4,unpopular
66,False,0.525,0.742,A-sharp_B-flat,-5.643,major,0.0311,0.0874,0.149,0.117,0.179,117.029,4/4,popular
11,False,0.716,0.606,C-sharp_D-flat,-12.568,major,0.0918,0.00042,0.855,0.129,0.483,124.9,4/4,unpopular
46,False,0.632,0.85,B,-7.382,minor,0.0444,0.00459,0.0022,0.126,0.663,137.13,4/4,unpopular
30,False,0.689,0.554,A,-8.2,major,0.0759,0.091,0.914,0.0867,0.163,148.002,4/4,unpopular
27,False,0.35,0.831,C,-8.932,major,0.0714,0.00378,1.47e-05,0.111,0.821,198.275,4/4,unpopular
64,False,0.588,0.23,F,-20.647,minor,0.0423,0.643,2.66e-05,0.164,0.286,135.978,4/4,popular
52,True,0.378,0.977,E,-3.805,minor,0.182,3.45e-05,0.786,0.352,0.202,124.922,4/4,popular
21,False,0.51,0.968,D,-12.876,major,0.138,0.000482,0.000969,0.185,0.0879,99.004,4/4,unpopular
54,False,0.463,0.62,F-sharp_G-flat,-7.27,minor,0.0289,0.0158,1.26e-06,0.195,0.492,151.311,4/4,popular
